"person_id","name","total_years","seniority_level","skills_detected","skill_count"
"R_173",NA,7,"Senior","java, javascript, c\+\+, go, perl, r, shell scripting, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, express, jquery, backbone, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, aws, azure, ec2, s3, docker, jenkins, vagrant, git, github, svn, junit, selenium, cucumber, mockito, maven, gradle, ant, hadoop, spark, hive, pig, kafka, hbase, mapreduce, sqoop, jasper reports, agile, scrum, waterfall, tdd, microservices, soa, linux, unix, windows, jira, visio, splunk, react native, soap ui",85
"R_174",NA,9,"Lead","go, r, ember, sql, oracle, sql server, teradata, ant, tableau, crystal reports, agile, scrum, kanban, waterfall, tdd, bdd, jira, excel, visio, ssis, data warehouse, jersey",22
"R_175",NA,14,"Lead","java, javascript, scala, go, r, shell scripting, html, css, less, xml, ajax, rest, soap, angular, angularjs, express, jquery, ember, spring, spring boot, spring mvc, hibernate, struts, jsp, servlet, sql, mysql, oracle, sql server, cassandra, hbase, db2, s3, git, svn, clearcase, junit, maven, ant, yarn, hadoop, spark, hive, pig, kafka, hbase, mapreduce, yarn, sqoop, flume, agile, scrum, soa, rest api, linux, unix, windows, excel, visio, nlp, oltp",61
"R_176",NA,106,"Lead","java, scala, go, r, less, xml, rest, react, ember, bottle, sql, sql server, git, clearcase, ant, storm, ssrs, agile, scrum, waterfall, windows, jira, ms office, excel, visio, ios, ssis, jersey",28
"R_177",NA,8,"Lead","java, javascript, typescript, c\+\+, go, r, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, extjs, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, cassandra, db2, teradata, s3, lambda, svn, clearcase, junit, maven, ant, npm, agile, scrum, soa, rest api, linux, unix, windows, jira, ms office, excel, visio, ssis, soap ui, apache cxf",64
"R_178",NA,8,"Lead","java, python, javascript, c\+\+, scala, go, php, perl, ruby, r, shell scripting, powershell, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, angular, angularjs, node, nodejs, express, jquery, backbone, polymer, extjs, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, teradata, aws, azure, ec2, s3, lambda, cloudfront, cloud foundry, docker, kubernetes, jenkins, git, github, svn, junit, selenium, cucumber, maven, ant, hadoop, spark, hive, pig, kafka, hbase, sqoop, agile, scrum, devops, ci/cd, tdd, bdd, microservices, soa, rest api, linux, unix, windows, jira, excel, visio, ios, etl, ssis, data warehouse, soap ui",98
"R_179",NA,12,"Lead","scala, go, r, less, express, bottle, sql, oracle, sql server, git, ant, tableau, qlikview, crystal reports, agile, scrum, waterfall, jira, ms office, excel, visio, splunk, ssis",23
"R_180",NA,8,"Lead","java, python, javascript, typescript, c\+\+, scala, go, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, vue, node, nodejs, express, jquery, backbone, ember, polymer, extjs, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, db2, aws, azure, ec2, s3, lambda, cloud foundry, heroku, docker, jenkins, ansible, git, github, svn, junit, selenium, mockito, maven, gradle, ant, grunt, yarn, spark, kafka, storm, yarn, jasper reports, agile, scrum, waterfall, devops, ci/cd, tdd, microservices, soa, linux, unix, windows, ubuntu, mac os, jira, visio, splunk, ios, soap ui, jersey",94
"R_181",NA,7,"Senior","java, javascript, scala, go, r, html, css, xml, json, rest, soap, ember, sql, mysql, oracle, sql server, ant, storm, tableau, ssrs, agile, scrum, waterfall, soa, jira, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse, olap, oltp",35
"R_182",NA,16,"Lead","java, go, r, rest, ember, jsp, servlet, sql, sql server, ant, storm, agile, scrum, waterfall, windows, jira, ms office, excel, visio, ios, etl, ssis, data warehouse, jersey",24
"R_183",NA,8,"Lead","java, javascript, go, r, bash, powershell, html, html5, css, css3, xml, rest, angular, angularjs, jquery, spring, spring boot, spring mvc, hibernate, jpa, jsf, jsp, sql, mysql, oracle, hbase, s3, jenkins, chef, git, bitbucket, junit, cucumber, maven, ant, hadoop, spark, hive, kafka, hbase, agile, scrum, linux, windows, jira, excel, postman, informatica",48
"R_184",NA,8,"Lead","java, python, javascript, c\+\+, go, php, perl, r, html, html5, css, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, expressjs, jquery, backbone, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, django, sql, mysql, oracle, sql server, mongodb, cassandra, dynamodb, db2, aws, ec2, s3, lambda, docker, kubernetes, jenkins, git, github, svn, junit, testng, selenium, cucumber, mockito, karma, maven, gradle, ant, gulp, grunt, npm, kafka, storm, agile, scrum, waterfall, ci/cd, tdd, microservices, soa, rest api, linux, unix, jira, splunk, ios, ssis",88
"R_185",NA,13,"Lead","java, javascript, c\+\+, scala, groovy, go, php, perl, ruby, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, node, express, jquery, extjs, dojo, spring, spring mvc, hibernate, struts, jsf, ejb, jsp, servlet, flask, sql, mysql, oracle, sql server, mongodb, cassandra, elasticsearch, db2, aws, azure, ec2, s3, cloud foundry, docker, jenkins, vagrant, git, svn, junit, testng, selenium, cucumber, jest, mockito, maven, gradle, ant, npm, spark, hive, crystal reports, agile, scrum, waterfall, devops, tdd, microservices, soa, linux, unix, windows, solaris, visio, soapui, ios, etl, soap ui",83
"R_186",NA,0,"Junior","java, javascript, c#, scala, go, perl, r, html, html5, css, css3, sass, xml, json, ajax, rest, soap, react, angular, angularjs, node, nodejs, express, jquery, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, ejb, jsp, servlet, apache camel, sql, mysql, postgresql, oracle, sql server, mongodb, db2, aws, ec2, s3, lambda, docker, kubernetes, jenkins, git, github, svn, junit, selenium, mockito, maven, gradle, ant, gulp, grunt, npm, hive, pig, kafka, ssrs, crystal reports, jasper reports, agile, scrum, waterfall, tdd, soa, rest api, linux, unix, jira, visio, postman, splunk, jersey",81
"R_187",NA,20,"Lead","java, c\+\+, go, r, less, rest, ember, sql, oracle, sql server, teradata, aws, cloud foundry, git, ant, tableau, crystal reports, agile, scrum, waterfall, unix, windows, mac os, solaris, aix, jira, ms office, excel, visio, ios, etl, informatica, ssis, ab initio, data warehouse",35
"R_188",NA,16,"Lead","java, javascript, scala, go, r, bash, html, html5, css, css3, xml, ajax, rest, soap, angular, angularjs, node, nodejs, jquery, ember, extjs, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, bottle, sql, mysql, oracle, sql server, mongodb, redis, db2, aws, ec2, s3, docker, jenkins, bamboo, git, svn, junit, cucumber, mockito, maven, gradle, ant, hadoop, hive, kafka, storm, agile, scrum, waterfall, tdd, microservices, soa, unix, windows, ubuntu, solaris, jira, excel, soapui, ios, soap ui, mule esb, apache cxf, jersey",76
"R_189",NA,NA,"Unknown","java, javascript, typescript, c\+\+, scala, groovy, go, php, r, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, django, bottle, sql, mysql, oracle, sql server, mongodb, db2, aws, ec2, s3, lambda, cloud foundry, docker, jenkins, git, github, svn, junit, testng, jasmine, mockito, karma, maven, ant, gulp, grunt, kafka, jasper reports, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, red hat, jira, ms office, excel, visio, soapui, soap ui, apache cxf",89
"R_190",NA,7,"Senior","java, javascript, c\+\+, scala, go, perl, r, bash, html, html5, css, css3, sass, xml, json, ajax, rest, soap, react, angular, angularjs, node, nodejs, express, jquery, backbone, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, db2, aws, ec2, s3, cloud foundry, docker, jenkins, ansible, git, github, svn, junit, testng, selenium, cucumber, jasmine, mockito, protractor, karma, maven, ant, grunt, kafka, jasper reports, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, solaris, jira, ms office, excel, visio, postman, soapui, ssis, soap ui, mule esb",90
"R_191",NA,16,"Lead","java, javascript, go, r, xml, rest, express, ember, sql, mysql, oracle, sql server, hbase, ant, hive, hbase, tableau, power bi, cognos, crystal reports, agile, scrum, waterfall, bdd, linux, unix, windows, jira, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse",36
"R_192",NA,19,"Lead","java, python, c\+\+, c#, scala, go, perl, r, vb\.net, xml, rest, ember, sql, oracle, sql server, hbase, teradata, aws, azure, ec2, s3, jenkins, git, ant, hadoop, spark, hive, pig, hbase, mapreduce, tableau, qlikview, ssrs, crystal reports, agile, scrum, devops, ci/cd, rest api, windows, jira, excel, visio, splunk, etl, informatica, talend, ssis",48
"R_193",NA,8,"Lead","scala, go, swift, r, less, express, ember, sql, oracle, mocha, ant, agile, scrum, kanban, waterfall, excel, visio, etl, ssis, data warehouse",20
"R_194",NA,13,"Lead","go, r, html, xml, json, rest, soap, ember, sql, oracle, sql server, hbase, cucumber, ant, yarn, hadoop, spark, hive, pig, kafka, storm, hbase, yarn, sqoop, flume, tableau, power bi, cognos, ssrs, agile, scrum, kanban, waterfall, tdd, bdd, soa, rest api, windows, red hat, mac os, jira, confluence, ms office, excel, visio, soapui, ios, etl, informatica, ssis, data warehouse, olap, oltp",53
"R_195",NA,7,"Senior","java, c#, go, r, html, html5, css, xml, ajax, rest, soap, jquery, ember, sql, oracle, sql server, db2, teradata, aws, selenium, ant, hadoop, storm, tableau, qlikview, cognos, crystal reports, microstrategy, agile, scrum, kanban, waterfall, microservices, soa, windows, jira, confluence, ms office, visio, etl, informatica, ssis, data warehouse",43
"R_196",NA,14,"Lead","java, python, javascript, scala, groovy, go, php, ruby, r, shell scripting, html, html5, css, xml, json, ajax, rest, soap, angular, angularjs, node, express, jquery, backbone, ember, spring, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, aws, ec2, s3, digitalocean, jenkins, puppet, chef, git, svn, clearcase, junit, mockito, maven, ant, hadoop, spark, hive, pig, kafka, hbase, mapreduce, sqoop, flume, agile, scrum, waterfall, devops, tdd, microservices, soa, rest api, linux, unix, windows, red hat, solaris, aix, jira, excel, etl, informatica, apache cxf, jersey",84
"R_197",NA,NA,"Unknown","java, python, javascript, c\+\+, groovy, go, r, bash, shell scripting, powershell, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, mybatis, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, db2, teradata, aws, ec2, s3, lambda, cloud foundry, openshift, docker, kubernetes, jenkins, bamboo, git, github, svn, junit, selenium, mocha, mockito, maven, gradle, ant, kafka, agile, scrum, waterfall, devops, ci/cd, tdd, microservices, soa, rest api, linux, unix, windows, jira, visio, postman, ios, etl, data warehouse, soap ui, jersey",92
"R_198",NA,16,"Lead","java, scala, go, r, shell scripting, ember, sql, oracle, db2, ant, microstrategy, agile, waterfall, unix, windows, jira, confluence, excel, visio, ios, etl, informatica, ssis, ab initio",24
"R_199",NA,12,"Lead","java, javascript, c\+\+, scala, go, r, html, html5, css, xml, json, ajax, rest, soap, angular, angularjs, node, nodejs, express, backbone, ember, spring, spring boot, spring mvc, hibernate, jpa, struts, ejb, jsp, servlet, bottle, sql, mysql, oracle, sql server, mongodb, db2, cloud foundry, git, github, svn, clearcase, junit, maven, gradle, ant, hadoop, hive, pig, agile, scrum, soa, linux, unix, windows, red hat, jira, soapui, android, ios, ssis, data warehouse",62
"R_200",NA,7,"Senior","java, javascript, groovy, go, ruby, r, html, css, xml, ajax, rest, soap, ember, sql, mysql, oracle, sql server, db2, jenkins, git, github, svn, junit, testng, selenium, cucumber, maven, ant, crystal reports, agile, scrum, waterfall, tdd, bdd, soa, linux, unix, windows, jira, ms office, excel, postman, soapui, ios, ssis, soap ui, jersey",47
"R_201",NA,17,"Lead","java, scala, go, swift, r, html, xml, ember, sql, oracle, sql server, db2, ant, ssrs, agile, scrum, soa, linux, unix, windows, solaris, jira, ms office, excel, visio, etl, ssis",27
"R_202",NA,NA,"Unknown","c#, scala, go, perl, r, vb\.net, less, ember, sql, sql server, db2, git, ant, storm, agile, scrum, kanban, waterfall, windows, jira, confluence, excel, visio, android, ios, ssis, data warehouse",27
"R_203",NA,6,"Senior","java, javascript, go, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, node, express, jquery, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, oracle, sql server, s3, jenkins, git, svn, clearcase, junit, testng, selenium, mockito, maven, gradle, ant, gulp, npm, agile, scrum, waterfall, tdd, soa, linux, unix, windows, mac os, jira, excel, visio, soap ui, jersey",63
"R_204",NA,8,"Lead","java, python, javascript, c\+\+, scala, go, perl, ruby, r, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, express, jquery, backbone, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, db2, aws, ec2, s3, jenkins, git, svn, clearcase, junit, testng, selenium, maven, gradle, ant, grunt, hive, kafka, agile, scrum, tdd, microservices, soa, rest api, linux, unix, windows, solaris, aix, jira, excel, visio, ssis, soap ui, apache cxf, jersey",80
"R_205",NA,3,"Mid","scala, go, r, rest, soap, sql, mysql, oracle, sql server, ant, agile, scrum, waterfall, soa, unix, windows, jira, confluence, ms office, excel, visio, ios, etl, ssis, soap ui",25
"R_206",NA,9,"Lead","java, python, javascript, scala, go, perl, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, angular, angularjs, node, nodejs, express, jquery, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, dynamodb, elasticsearch, db2, aws, ec2, s3, lambda, cloud foundry, docker, jenkins, ansible, puppet, git, svn, junit, testng, selenium, mockito, maven, gradle, ant, pig, kafka, ssrs, crystal reports, jasper reports, agile, scrum, waterfall, devops, tdd, microservices, soa, rest api, linux, unix, windows, jira, postman, jersey",83
"R_207",NA,8,"Lead","java, python, javascript, scala, go, perl, ruby, r, shell scripting, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, postgresql, oracle, sql server, mongodb, cassandra, dynamodb, db2, aws, ec2, s3, lambda, cloud foundry, docker, kubernetes, jenkins, ansible, git, github, svn, junit, testng, selenium, unittest, mockito, maven, gradle, ant, grunt, pig, kafka, ssrs, crystal reports, jasper reports, magento, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, jira, splunk, android, ios, jersey",91
"R_208",NA,15,"Lead","java, python, javascript, c\+\+, scala, groovy, go, perl, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, jquery, backbone, dojo, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, mybatis, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, teradata, aws, azure, ec2, s3, docker, jenkins, git, github, svn, bitbucket, clearcase, junit, selenium, cucumber, jasmine, karma, maven, gradle, ant, webpack, grunt, hadoop, spark, hive, kafka, hbase, tableau, ssrs, agile, scrum, waterfall, tdd, soa, rest api, linux, unix, windows, red hat, solaris, aix, jira, excel, visio, postman, soapui, ios, machine learning, informatica, ssis, soap ui, apache cxf, jersey",100
"R_209",NA,10,"Lead","go, r, less, rest, express, ember, sql, oracle, sql server, ec2, jenkins, ant, agile, scrum, waterfall, windows, jira, excel, visio, ios, etl, informatica, ssis, jersey",24
"R_210",NA,8,"Lead","java, python, javascript, scala, go, php, perl, r, shell scripting, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, jquery, backbone, spring, jsp, codeigniter, zend, sql, mysql, oracle, sql server, s3, jenkins, git, svn, junit, drupal, wordpress, joomla, magento, ci/cd, soa, rest api, linux, unix, windows, excel",51
"R_211",NA,8,"Lead","java, javascript, c\+\+, groovy, go, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, angular, angularjs, node, jquery, backbone, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, db2, s3, jenkins, git, github, svn, junit, selenium, mockito, maven, ant, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, red hat, solaris, jira, confluence, visio, ios, jersey",70
"R_212",NA,NA,"Unknown","java, python, javascript, c\+\+, scala, groovy, go, perl, r, shell scripting, html, html5, css, css3, xml, ajax, rest, soap, angular, angularjs, node, jquery, backbone, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, aws, azure, ec2, s3, lambda, docker, jenkins, bamboo, junit, selenium, cucumber, ant, yarn, hadoop, spark, hive, pig, kafka, storm, hbase, yarn, sqoop, flume, tableau, agile, soa, windows, jira, visio, machine learning, etl, informatica, talend, data warehouse, olap, soap ui, mule esb, apache cxf",79
"R_213",NA,8,"Lead","java, python, javascript, c\+\+, scala, go, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, angular, node, nodejs, express, jquery, backbone, ember, polymer, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, postgresql, oracle, sql server, cassandra, hbase, db2, aws, ec2, s3, docker, jenkins, git, github, svn, junit, testng, selenium, mocha, jasmine, mockito, protractor, karma, maven, ant, gulp, grunt, npm, hadoop, hive, pig, kafka, hbase, sqoop, flume, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, mac os, jira, excel, visio, soapui, splunk, ios, soap ui, mule esb, apache cxf, jersey",97
"R_214",NA,17,"Lead","java, javascript, scala, groovy, go, r, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, redis, db2, aws, ec2, s3, lambda, cloud foundry, docker, kubernetes, jenkins, git, github, svn, junit, testng, selenium, jasmine, mockito, karma, maven, gradle, ant, grunt, pig, kafka, jasper reports, wordpress, aem, adobe experience manager, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, red hat, solaris, jira, confluence, ms office, excel, visio, soapui, splunk, react native, cordova, soap ui, mule esb, jersey",99
"R_215",NA,17,"Lead","java, javascript, go, perl, r, html, css, xml, rest, soap, ember, sql, mysql, oracle, sql server, teradata, ant, storm, tableau, qlikview, cognos, crystal reports, microstrategy, agile, scrum, waterfall, soa, unix, windows, jira, ms office, excel, visio, soapui, ios, etl, informatica, ssis, data warehouse, soap ui",40
"R_216",NA,NA,"Unknown","java, javascript, c\+\+, scala, go, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, expressjs, jquery, backbone, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, jsp, servlet, mybatis, apache camel, sql, mysql, oracle, sql server, mongodb, db2, aws, azure, ec2, s3, lambda, cloud foundry, docker, jenkins, git, github, svn, junit, mockito, maven, gradle, ant, grunt, kafka, agile, scrum, waterfall, tdd, soa, linux, unix, windows, jira, visio, splunk, android, soap ui, jersey",77
"R_217",NA,17,"Lead","go, r, ember, sql, sql server, ant, agile, scrum, kanban, waterfall, windows, jira, ssis, jersey",14
"R_218",NA,17,"Lead","java, javascript, c#, scala, go, r, html, css, ajax, rest, soap, express, jquery, ember, spring, hibernate, jpa, jsp, servlet, sql, oracle, sql server, db2, junit, ant, tableau, crystal reports, agile, scrum, soa, windows, jira, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse",40
"R_219",NA,16,"Lead","java, javascript, c\+\+, go, r, vb\.net, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, angularjs, jquery, dojo, spring, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, cassandra, db2, teradata, s3, jenkins, bamboo, git, svn, junit, testng, selenium, cucumber, mockito, maven, ant, kafka, agile, soa, unix, windows, jira, excel, soapui, splunk, soap ui",59
"R_220",NA,16,"Lead","java, javascript, c\+\+, go, r, vb\.net, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, angularjs, jquery, dojo, spring, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, cassandra, db2, teradata, s3, jenkins, bamboo, git, svn, junit, testng, selenium, cucumber, mockito, maven, ant, kafka, agile, soa, unix, windows, jira, excel, soapui, splunk, soap ui",59
"R_221",NA,12,"Lead","go, r, css, less, json, vue, express, ember, sql, gcp, git, ant, pig, agile, scrum, waterfall, jira, excel, visio, postman, ssis, jersey",22
"R_222",NA,17,"Lead","java, javascript, go, swift, r, html, css, xml, json, ajax, rest, soap, spring, hibernate, struts, ejb, jsp, servlet, sql, oracle, sql server, aws, ec2, s3, junit, cucumber, ant, storm, tableau, cognos, agile, scrum, kanban, waterfall, tdd, bdd, soa, rest api, linux, windows, jira, confluence, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse, olap, oltp, soap ui, jersey",54
"R_223",NA,8,"Lead","java, javascript, c\+\+, scala, go, r, html, xml, json, rest, soap, ember, sql, mysql, oracle, sql server, db2, selenium, cucumber, ant, hadoop, spark, hive, kafka, storm, flume, tableau, power bi, cognos, microstrategy, agile, scrum, kanban, waterfall, devops, tdd, bdd, soa, rest api, linux, unix, windows, jira, confluence, ms office, excel, visio, postman, ios, etl, informatica, ssis, data warehouse, olap, oltp, soap ui",56
"R_224",NA,NA,"Unknown","java, javascript, c\+\+, scala, go, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, angular, angularjs, node, nodejs, express, jquery, backbone, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, redis, db2, aws, ec2, s3, lambda, docker, jenkins, git, svn, junit, selenium, mockito, maven, gradle, ant, kafka, agile, scrum, kanban, waterfall, tdd, soa, rest api, linux, unix, windows, jira, trello, excel, visio, soapui, apache cxf, jersey",75
